draw,date,n1,n2,n3,n4,n5,bonus,w1,w2,w3,w4,p1,p2,p3,p4
959,2018/1/30,02,03,09,14,19,15,14,53,1882,52351,10635900,201800,9800,900
960,2018/2/6,02,03,05,16,20,09,16,78,1610,46989,9235900,136100,11400,1000
961,2018/2/13,02,11,18,20,29,03,12,72,1650,44224,11653600,139500,10500,1000
962,2018/2/20,03,10,15,18,25,27,14,77,2295,53809,10564800,137900,8000,800
963,2018/2/27,04,07,17,21,28,10,21,93,2621,55730,7128200,115600,7100,800
964,2018/3/6,16,19,27,28,30,12,13,59,1294,39950,11301700,178900,14100,1100
965,2018/3/13,07,13,15,19,28,23,10,88,1881,46002,14405000,117600,9500,1000
966,2018/3/20,01,11,25,26,27,30,10,59,1328,39499,14329400,174400,13400,1100
967,2018/3/27,04,07,11,14,31,02,10,87,2158,50947,14385100,118700,8200,900
968,2018/4/3,01,05,10,20,24,03,11,73,1634,45238,13011700,140800,10900,1000
969,2018/4/10,01,04,18,24,27,06,11,77,1536,43490,12973900,133100,11500,1000
970,2018/4/17,02,04,19,27,28,07,20,126,1978,51738,7333600,83600,9200,900
971,2018/4/24,07,17,18,20,24,13,5,58,1570,43806,28779600,178200,11400,1000
972,2018/5/1,13,19,21,22,27,14,9,75,1601,43481,15894200,137000,11100,1000
973,2018/5/8,01,07,12,13,31,30,13,77,1520,42570,10898300,132100,11600,1000
974,2018/5/15,10,18,21,24,27,30,4,67,1674,44576,35806600,153500,10600,1000
975,2018/5/22,10,18,19,28,29,16,8,33,1460,41078,18231200,317500,12400,1100
976,2018/5/29,02,04,15,16,19,08,7,72,1520,45956,21427200,149600,12200,1000
977,2018/6/5,09,17,21,22,23,05,7,100,1750,47696,21213400,106600,10500,1000
978,2018/6/12,01,08,20,26,28,07,2,49,1386,40499,40000000,1582400,13200,1100
979,2018/6/19,01,10,23,25,28,12,2,63,1307,40811,40000000,1341300,14600,1200
980,2018/6/26,08,24,27,30,31,16,12,80,1704,50315,13016500,140200,11400,1000
981,2018/7/3,10,11,19,28,30,22,17,108,1971,53359,8847200,100000,9500,900
982,2018/7/10,05,08,20,22,27,24,15,49,1932,48965,9896900,217600,9500,900
983,2018/7/17,06,10,12,15,23,25,19,97,1935,49190,7528900,105900,9200,900
984,2018/7/24,02,04,05,16,27,14,13,72,1912,51345,10996700,142600,9300,900
985,2018/7/31,05,11,16,17,26,03,9,78,1625,45783,16245300,134600,11200,1000
986,2018/8/7,01,21,22,25,27,28,6,38,1303,39046,24112000,273500,13800,1200
987,2018/8/14,06,13,15,17,21,22,6,52,1453,38768,22599700,187300,11600,1100
988,2018/8/21,01,09,11,14,21,28,14,71,1689,46888,10715000,151700,11000,1000
989,2018/8/28,02,07,10,16,30,24,19,123,1832,49450,7937200,88000,10200,900
990,2018/9/4,03,09,17,23,25,13,40,102,2663,54874,3498700,98500,6500,800
991,2018/9/11,01,03,09,15,30,06,10,76,2060,49184,14608000,138000,8800,900
992,2018/9/18,01,14,17,20,31,24,13,44,1213,35793,11195000,237600,14900,1300
993,2018/9/25,01,04,24,29,30,10,8,58,1274,40754,18112700,179400,14100,1100
994,2018/10/2,07,08,19,27,31,26,12,62,2064,48955,12005300,166900,8600,900
995,2018/10/9,01,05,14,21,30,12,11,44,1623,43543,12669100,227500,10600,1000
996,2018/10/16,09,19,20,22,26,07,8,67,1337,39758,18389100,157700,13600,1200
997,2018/10/23,01,03,08,11,14,16,15,64,1896,52889,9783200,164700,9600,900
998,2018/10/30,01,07,19,20,25,27,13,71,2002,46263,11533000,151700,9300,1000
999,2018/11/6,06,17,18,20,29,26,9,56,1689,44377,16569900,191300,10900,1000
1000,2018/11/13,03,08,14,18,26,07,22,91,2307,50803,6796300,118000,8000,900
1001,2018/11/20,05,12,16,22,27,18,18,71,2371,52500,8161700,148600,7700,900
1002,2018/11/27,02,09,11,20,27,05,27,113,2516,56459,5512100,94600,7300,800
1003,2018/12/4,11,14,15,22,29,10,20,71,2007,51339,7485100,151400,9200,900
1004,2018/12/11,01,18,22,27,30,20,13,61,1733,47728,11354400,173800,10600,1000
1005,2018/12/18,05,13,18,26,31,11,49,68,2215,48005,3133300,162200,8600,1000
1006,2018/12/25,10,15,19,23,26,06,16,101,1662,47549,9896800,112600,11800,1000
1007,2019/1/8,02,10,11,25,31,17,28,75,2217,56470,6009200,161100,9400,900
1008,2019/1/15,03,04,22,26,27,11,5,94,1762,50773,29891900,114200,10500,900
1009,2019/1/22,02,08,17,23,27,04,21,100,2134,52637,7248000,109300,8800,900
1010,2019/1/29,10,17,20,21,30,15,9,48,1597,42664,17087200,230100,11900,1100
1011,2019/2/5,09,16,21,30,31,27,8,51,1591,43437,19187700,216200,12000,1100
1012,2019/2/12,01,13,18,26,29,08,16,101,1975,44054,9116400,103700,9100,1000
1013,2019/2/19,01,06,11,19,28,08,16,123,2465,56378,9402400,87800,7500,800
1014,2019/2/26,04,17,19,20,25,05,10,74,1596,44579,15455500,150000,12000,1100
1015,2019/3/5,03,05,06,20,25,27,11,70,1570,50229,13932700,157200,12100,900
1016,2019/3/12,05,21,23,25,27,22,5,48,1562,45992,30605000,229000,12100,1000
1017,2019/3/19,09,16,21,23,24,08,15,59,1626,45488,10211800,186500,11700,1000
1018,2019/3/26,13,16,23,27,29,15,4,42,1434,43156,37942900,259600,13100,1100
1019,2019/4/2,05,06,16,23,24,03,21,88,2007,50914,7325500,125500,9500,900
1020,2019/4/9,03,12,17,24,30,31,28,73,2256,54038,5419100,149300,8300,900
1021,2019/4/16,13,19,23,25,29,08,12,85,1539,45483,13091900,132700,12700,1100
1022,2019/4/23,05,13,24,27,29,22,20,74,2463,54032,7703800,149500,7700,900
1023,2019/4/30,02,12,22,23,26,25,16,58,1806,45801,9189700,182100,10100,1000
1024,2019/5/7,04,11,12,23,28,03,17,102,2469,56168,8619600,103200,7300,800
1025,2019/5/14,03,04,13,19,23,18,6,60,2112,53847,24847800,178500,8700,900
1026,2019/5/21,03,14,15,22,26,01,18,74,2090,50284,8252800,144200,8800,900
1027,2019/5/28,05,06,17,21,27,19,18,88,2398,55944,8300500,121900,7700,800
1028,2019/6/4,02,03,08,16,27,17,15,86,2369,58138,10052800,125900,7900,800
1029,2019/6/11,03,04,09,11,29,05,18,97,2562,61647,8287400,110400,7200,700
1030,2019/6/18,21,24,26,27,28,22,12,78,1191,36679,12925900,142800,16200,1300
1031,2019/6/25,05,08,17,21,23,15,26,71,2481,57264,5961500,156800,7700,800
1032,2019/7/2,01,09,14,21,26,29,9,78,1724,43939,17196200,142500,11100,1100
1033,2019/7/9,02,12,14,24,31,22,17,69,1512,44630,8972200,158800,12500,1100
1034,2019/7/16,12,22,27,28,29,10,8,48,1375,43244,18487900,221300,13300,1100
1035,2019/7/23,03,08,11,16,31,26,16,97,2178,55219,9247600,109500,8400,800
1036,2019/7/30,07,14,16,23,28,09,20,93,2263,49639,7329300,113200,8000,900
1037,2019/8/6,07,19,23,24,27,17,12,74,1843,50667,12012100,139900,9700,900
1038,2019/8/13,02,05,21,23,30,08,7,59,1450,43271,19465200,165900,11600,1000
1039,2019/8/20,04,19,22,24,30,12,9,66,1486,45104,16371600,160300,12300,1000
1040,2019/8/27,07,10,13,25,27,30,13,68,1911,50923,11660300,160100,9800,900
1041,2019/9/3,03,09,14,15,27,31,30,134,3371,63279,5111700,82200,5600,700
1042,2019/9/10,11,12,19,23,28,07,19,136,2134,54432,7833600,78600,8600,800
1043,2019/9/17,07,09,23,24,25,30,7,55,1798,49749,20638100,188700,10000,900
1044,2019/9/24,12,19,27,28,30,01,23,53,1843,47834,6293500,196200,9700,900
1045,2019/10/1,03,05,07,10,18,16,22,78,2276,53933,6722500,136200,8000,800
1046,2019/10/8,16,23,24,28,29,12,12,62,1469,46772,12091300,168100,12200,1000
1047,2019/10/15,08,12,19,25,26,09,19,88,2106,50487,7527300,116700,8400,900
1048,2019/10/22,01,08,11,19,23,12,18,92,1934,50243,7942800,111600,9200,900
1049,2019/10/29,02,16,21,26,31,27,9,45,1289,38533,16406500,235700,14200,1200
1050,2019/11/5,02,15,19,23,28,10,16,83,2165,51323,9282300,128500,8500,900
1051,2019/11/12,07,11,12,21,22,05,19,126,2079,52300,7839100,84900,8900,900
1052,2019/11/19,04,08,09,14,26,05,14,59,1761,48794,10341600,176200,10200,900
1053,2019/11/26,02,03,13,16,23,14,19,56,2108,53194,7684700,187300,8600,800
1054,2019/12/3,02,19,25,26,31,22,10,44,1541,42021,14934100,243800,12000,1100
1055,2019/12/10,01,05,18,19,21,09,10,65,1614,44771,15085000,166700,11600,1000
1056,2019/12/17,03,12,14,21,25,10,78,70,2167,52882,2001000,160100,8900,900
1057,2019/12/24,09,13,21,23,26,01,13,71,1735,50611,12342200,162300,11500,1000
1058,2020/1/7,02,16,19,24,27,20,49,95,3234,66435,3451000,127800,6500,800
1059,2020/1/14,02,11,13,16,18,03,7,60,1537,46907,21912000,183600,12400,1000
1060,2020/1/21,19,23,24,28,31,11,14,71,1837,51051,11259300,159400,10600,1000
1061,2020/1/28,05,10,19,23,28,09,32,103,2480,59622,4963500,110700,7900,800
1062,2020/2/4,14,18,23,29,31,17,14,39,1531,43562,11341700,292400,12900,1100
1063,2020/2/11,10,18,20,26,27,25,7,63,1345,40425,21236900,169500,13700,1100
1064,2020/2/18,01,05,08,28,29,07,12,62,1623,47892,13004000,180800,11900,1000
1065,2020/2/25,08,11,14,16,31,10,13,45,1543,45050,11880600,246500,12400,1100
1066,2020/3/3,15,17,20,22,23,21,12,43,1464,42864,12993200,260500,13200,1100
1067,2020/3/10,02,10,13,15,28,26,10,87,1820,48403,15201300,125500,10300,1000
1068,2020/3/17,02,03,20,24,31,09,13,70,1539,46404,11948300,159400,12500,1000
1069,2020/3/24,01,03,09,14,25,20,14,71,2159,53875,11007000,155900,8800,900
1070,2020/3/31,07,09,11,27,31,21,21,67,1943,51916,7345200,165300,9800,900
1071,2020/4/7,02,03,04,27,31,07,24,69,1608,48881,6406100,160000,11900,1000
1072,2020/4/14,03,04,10,12,13,31,12,55,1670,45168,11276800,176700,10000,900
1073,2020/4/21,02,13,21,24,30,14,3,58,1512,40045,40000000,366900,10800,1000
1074,2020/4/28,15,18,20,22,27,21,6,46,1213,33222,19353000,181300,11900,1100
1075,2020/5/5,04,11,13,16,31,06,10,50,1135,33385,10611700,152400,11600,1000
1076,2020/5/12,05,07,11,22,26,15,14,75,1893,44325,8805400,118000,8100,900
1077,2020/5/19,03,17,19,25,31,04,12,54,1648,42816,11265800,179800,10200,1000
1078,2020/5/26,03,10,16,17,25,24,17,85,1738,46839,8781000,126100,10600,1000
1079,2020/6/2,02,06,14,16,26,04,19,103,1970,50539,8123100,107600,9700,900
1080,2020/6/9,04,05,13,19,21,14,13,53,1895,49785,11939000,210300,10100,1000
1081,2020/6/16,02,03,04,24,25,08,21,88,2263,58053,7677200,131600,8800,900
1082,2020/6/23,01,02,14,19,29,05,15,63,1562,47209,11038300,188800,13100,1100
1083,2020/6/30,01,03,19,26,29,05,11,72,1699,47316,14782500,162200,11900,1100
1084,2020/7/7,11,19,28,29,31,02,10,89,1783,51241,16393900,132300,11400,1000
1085,2020/7/14,09,10,16,17,28,13,13,69,1872,50999,12553700,169900,10800,1000
1086,2020/7/21,02,18,19,28,30,16,14,61,1960,54230,11632600,191800,10300,900
1087,2020/7/28,01,03,04,09,16,28,10,88,2313,56871,15969100,130300,8500,900
1088,2020/8/4,02,08,14,17,26,04,27,101,2688,56893,5914500,113500,7300,900
1089,2020/8/11,03,13,18,19,22,29,15,74,1819,53091,10228600,148900,10500,900
1090,2020/8/18,04,12,15,22,25,10,15,63,1890,51803,10657600,182300,10500,1000
1091,2020/8/25,01,14,25,29,31,30,10,41,1436,44259,16273700,285100,14100,1100
1092,2020/9/1,09,13,14,19,22,25,18,65,1942,54119,9041500,179800,10400,900
1093,2020/9/8,02,12,17,23,30,08,17,105,2037,53411,9421800,109500,9700,900
1094,2020/9/15,03,05,08,14,22,21,19,74,2780,62172,8423100,155300,7100,800
1095,2020/9/22,04,10,16,21,24,06,20,93,2117,51353,7502200,115900,8800,900
1096,2020/9/29,01,02,12,20,22,08,12,68,1761,46435,13244400,167900,11200,1100
1097,2020/10/6,05,12,18,19,24,16,21,102,2308,54897,7519100,111200,8500,900
1098,2020/10/13,03,13,17,28,31,19,15,90,2213,55943,10384800,124300,8700,900
1099,2020/10/20,01,03,05,14,23,15,17,72,2302,57081,9340100,158400,8500,900
1100,2020/10/27,13,18,19,25,27,16,12,61,1919,51629,13185500,186300,10200,900
1101,2020/11/3,01,08,10,12,29,13,11,66,2001,50817,14094600,168700,9600,900
1102,2020/11/10,08,13,20,26,29,06,17,70,1607,43863,9283800,161900,12200,1100
1103,2020/11/17,01,06,07,21,31,18,10,50,1569,45522,15875700,228100,12500,1100
1104,2020/11/24,07,16,20,23,28,06,8,50,1851,44849,19111300,219600,10200,1100
1105,2020/12/1,04,11,16,21,26,09,25,99,1821,48628,6393900,115900,10900,1000
1106,2020/12/8,02,18,21,25,30,19,16,57,1762,46965,9816500,197900,11000,1000
1107,2020/12/15,07,10,16,18,29,05,15,66,1712,47820,10839600,176900,11800,1100
1108,2020/12/22,06,10,14,17,19,27,11,63,1760,48744,14890700,186700,11500,1000
1109,2020/12/29,07,15,17,26,27,08,16,75,1979,53903,10902000,167000,10900,1000
1110,2021/1/5,02,07,19,23,28,03,31,186,2831,56113,4633300,55400,6300,800
1111,2021/1/12,02,03,04,13,31,29,27,69,2517,56365,5747800,161500,7600,800
1112,2021/1/19,05,06,08,13,25,29,12,106,2131,55946,13432000,109200,9400,900
1113,2021/1/26,19,20,21,26,27,12,14,59,1387,42920,11518100,196300,14400,1200
1114,2021/2/2,07,18,21,25,26,12,16,100,2084,51318,10215300,117400,9700,1000
1115,2021/2/9,02,04,06,11,29,20,25,81,2269,59009,6514100,144400,8900,800
1116,2021/2/16,07,24,25,27,29,10,7,45,1596,49992,24007300,268200,13100,1000
1117,2021/2/23,04,13,22,27,30,19,14,118,1999,50044,11621600,99000,10100,1000
1118,2021/3/2,08,13,16,27,29,11,18,66,2288,54657,9251300,181200,9000,900
1119,2021/3/9,09,10,12,17,18,14,10,80,1874,51748,16530400,148400,10900,1000
1120,2021/3/16,02,10,11,17,31,26,22,91,2263,56884,7456700,129500,9000,900
1121,2021/3/23,13,19,21,24,25,16,13,72,1902,52556,12460500,161600,10600,1000
1122,2021/3/30,08,09,14,25,28,11,13,88,1976,52681,12813700,135900,10400,1000
1123,2021/4/6,07,17,26,28,29,24,12,57,1841,53622,14166000,214200,11400,1000
1124,2021/4/13,03,04,06,08,27,12,9,79,2107,61671,17882100,146300,9500,800
1125,2021/4/20,02,06,10,14,21,18,13,87,2031,53299,12916500,138600,10200,1000
1126,2021/4/27,06,08,20,30,31,25,10,58,1526,45249,16783500,207800,13600,1200
1127,2021/5/4,08,22,24,27,28,16,15,85,1626,48712,10405200,131900,11900,1000
1128,2021/5/11,04,07,13,24,30,02,12,95,2056,53295,13423000,121800,9700,900
1129,2021/5/18,05,09,16,29,30,12,27,110,1876,50409,5838500,102900,10400,1000
1130,2021/5/25,05,06,08,25,26,11,14,108,2182,56162,11387900,106000,9000,900
1131,2021/6/1,06,08,11,24,29,23,15,105,2771,63136,10713600,109900,7200,800
1132,2021/6/8,03,04,14,15,18,05,12,57,1560,47966,13059000,197500,12500,1000
1133,2021/6/15,14,17,23,28,30,07,17,89,1953,51871,10427900,143000,11300,1100
1134,2021/6/22,06,13,20,23,28,21,14,78,1885,49379,12157100,156700,11200,1100
1135,2021/6/29,07,19,21,23,28,24,19,89,2606,58054,8999100,138000,8100,900
1136,2021/7/6,11,15,20,22,23,04,11,82,1771,48715,15440200,148800,11900,1100
1137,2021/7/13,07,08,21,25,31,14,8,79,1773,52896,20626500,150000,11500,1000
1138,2021/7/20,14,20,23,28,29,27,10,42,2045,51377,16293400,278700,9900,1000
1139,2021/7/27,12,16,17,24,31,22,16,50,1739,48162,10096300,232100,11500,1000
1140,2021/8/3,07,11,17,19,28,25,18,111,2448,59660,8932400,104000,8100,800
1141,2021/8/10,09,12,17,18,27,22,13,69,1966,52495,11911000,161200,9800,900
1142,2021/8/17,11,23,25,29,30,18,13,53,1684,53180,13383900,235800,12800,1000
1143,2021/8/24,03,04,16,19,27,23,27,141,2501,60839,6536500,89900,8700,900
1144,2021/8/31,04,11,14,21,30,27,12,86,1990,55520,14938600,149700,11200,1000
1145,2021/9/7,11,14,20,28,31,12,15,85,2009,56774,11958100,151600,11100,1000
1146,2021/9/14,04,05,11,29,30,24,20,72,2571,62879,8773900,175000,8400,900
1147,2021/9/21,06,08,23,27,29,21,22,104,2842,65376,7872300,119600,7500,800
1148,2021/9/28,01,03,06,15,19,10,13,89,1767,53134,13657900,143300,12500,1000
1149,2021/10/5,05,12,14,15,20,07,10,64,1557,47146,17310200,194300,13800,1100
1150,2021/10/12,01,10,13,27,29,14,17,70,1684,49882,9949000,173500,12500,1100
1151,2021/10/19,14,18,21,30,31,09,7,71,1540,47665,24345000,172400,13700,1100
1152,2021/10/26,02,12,14,23,27,21,20,91,2405,62070,8522900,134500,8800,800
1153,2021/11/2,17,25,27,29,30,15,10,93,1585,51396,17157800,132500,13400,1000
1154,2021/11/9,09,10,12,21,24,27,16,70,2087,52983,10500100,172400,10000,1000
1155,2021/11/16,01,09,13,16,19,18,32,41,1603,45928,5298700,297100,13100,1200
1156,2021/11/23,01,03,14,27,30,07,11,93,2221,56211,14665200,124600,9000,900
1157,2021/11/30,02,06,07,13,30,17,14,69,1825,52625,11975200,174500,11400,1000
1158,2021/12/7,01,14,23,25,26,29,10,49,1485,45129,16795300,246200,14000,1200
1159,2021/12/14,11,12,14,18,31,06,4,66,1710,51704,40000000,292700,12100,1000
1160,2021/12/21,07,19,22,24,31,21,13,54,2011,53107,13510700,233600,10800,1000
1161,2021/12/28,03,09,13,17,24,29,23,146,2613,64292,7869700,89000,8600,900
1162,2022/1/4,02,21,23,24,29,11,17,91,1620,46475,8449800,113400,11000,1000
1163,2022/1/11,02,09,11,22,29,03,63,174,3615,72873,2948800,76700,6300,800
1164,2022/1/18,04,09,19,26,31,25,14,76,1917,52925,12513100,165500,11300,1000
1165,2022/1/25,05,13,16,27,31,24,12,128,2289,57827,14776300,99500,9600,900
1166,2022/2/1,06,11,14,17,25,24,32,123,3246,69778,5627200,105100,6900,800
1167,2022/2/8,02,14,21,27,30,23,36,142,3288,67181,4847200,88200,6600,800
1168,2022/2/15,05,13,14,24,31,02,12,125,2261,58120,14563100,100400,9600,900
1169,2022/2/22,01,07,09,21,27,13,20,93,2195,59767,8914500,137700,10100,900
1170,2022/3/1,02,16,18,20,28,29,10,50,1732,49618,17659700,253700,12600,1100
1171,2022/3/8,01,03,06,16,23,31,33,95,2029,54355,5304200,132300,10700,1000
1172,2022/3/15,11,24,26,28,29,22,8,74,1632,53586,21837300,169600,13300,1000
1173,2022/3/22,03,04,13,16,27,09,28,116,2708,60332,5926500,102700,7600,800
1174,2022/3/29,05,06,21,29,30,27,13,90,2133,58241,14017800,145400,10600,1000
1175,2022/4/5,01,07,15,16,29,02,13,63,1969,52590,13399000,198600,11000,1000
1176,2022/4/12,01,12,20,27,29,17,10,52,1581,47513,17110400,236300,13400,1100
1177,2022/4/19,03,10,16,21,30,07,19,87,2238,54326,9097400,142700,9600,1000
1178,2022/4/26,01,05,09,13,22,31,7,85,2079,55768,24472900,144700,10200,1000
1179,2022/5/3,18,19,20,25,30,27,7,50,1319,40788,23567700,237000,15500,1300
1180,2022/5/10,13,15,16,26,29,27,27,91,1823,51706,6269300,133600,11500,1000
1181,2022/5/17,02,09,13,16,22,15,22,47,2276,56381,7636200,256700,9100,900
1182,2022/5/24,07,10,20,22,28,21,9,69,1681,47520,18384100,172200,12200,1100
1183,2022/5/31,03,07,09,14,15,23,16,109,2242,59050,10548500,111200,9300,900
1184,2022/6/7,05,08,12,19,27,15,57,99,3363,66839,2908100,120200,6100,800
1185,2022/6/14,01,14,16,17,22,04,19,57,1518,46749,8687100,208000,13500,1100
1186,2022/6/21,09,13,15,24,28,17,20,89,2129,56344,8371300,135100,9700,900
1187,2022/6/28,03,05,06,11,23,16,19,89,2794,67811,8651200,132600,7300,700
1188,2022/7/5,02,25,26,29,31,06,14,61,1920,49889,11778900,194200,10600,1000
1189,2022/7/12,06,07,16,17,22,09,12,72,1710,51328,13370900,160000,11600,1000
1190,2022/7/19,03,20,23,24,28,29,9,47,1592,46822,17421200,239600,12200,1000
1191,2022/7/26,11,16,20,25,26,07,3,66,1428,41459,40000000,761000,13800,1200
1192,2022/8/2,04,10,11,22,31,28,16,96,2353,55583,10144100,121400,8500,900
1193,2022/8/9,01,04,08,11,20,15,15,66,1989,49219,10481600,171100,9800,1000
1194,2022/8/16,03,05,07,18,20,30,16,68,2059,52405,9978300,168600,9600,900
1195,2022/8/23,03,10,11,13,14,04,11,92,1747,53032,15079700,129500,11800,1000
1196,2022/8/30,01,05,17,19,23,26,22,96,1942,52136,7559600,124400,10600,1000
1197,2022/9/6,07,09,17,26,27,24,10,74,2097,53745,16695400,162000,9900,1000
1198,2022/9/13,10,11,17,30,31,01,23,134,2189,53955,7243500,89300,9400,1000
1199,2022/9/20,06,13,19,23,28,10,18,78,2473,53773,8748900,145000,7900,900
1200,2022/9/27,02,16,18,22,24,04,19,95,2199,55211,8488300,121900,9100,900
1201,2022/10/4,01,02,16,23,30,08,16,92,2064,48041,10221700,127700,9800,1100
1202,2022/10/11,04,05,15,27,30,12,15,89,1739,49039,10497900,127100,11200,1000
1203,2022/10/18,04,07,08,12,19,23,18,125,2572,60703,9031100,93400,7800,800
1204,2022/10/25,05,10,12,18,20,04,19,51,1868,52354,8543900,228600,10800,1000
1205,2022/11/1,11,12,16,24,28,20,19,76,2453,57828,8665000,155600,8300,900
1206,2022/11/8,07,09,12,14,30,19,15,78,1976,55731,11155300,154100,10500,900
1207,2022/11/15,02,08,14,25,28,07,22,115,2495,56104,7509200,103200,8200,900
1208,2022/11/22,05,10,15,16,27,26,21,80,2282,57110,7784300,146800,8900,900
1209,2022/11/29,12,14,17,27,28,29,14,63,1886,52071,11440500,182600,10500,1000
1210,2022/12/6,14,26,27,30,31,10,14,80,1641,47365,11633300,146200,12300,1100
1211,2022/12/13,04,08,16,25,26,12,25,141,2301,55884,6595700,84000,8900,900
1212,2022/12/20,14,19,23,30,31,26,14,57,1791,48387,11965900,211100,11600,1100
1213,2022/12/27,17,21,23,25,26,06,8,70,1425,45377,21753300,178600,15200,1200
1214,2023/1/10,05,09,10,19,26,02,22,83,2239,60851,8762100,166800,10700,1000
1215,2023/1/17,01,02,03,05,20,06,12,119,2655,52623,14095300,102100,7900,1000
1216,2023/1/24,10,12,18,25,28,13,12,69,1852,51016,13678000,170800,11000,1000
1217,2023/1/31,08,10,14,20,25,30,16,67,1877,50008,10427500,178800,11000,1000
1218,2023/2/7,01,03,04,07,11,16,38,85,3026,68417,4498800,144400,7000,800
1219,2023/2/14,09,10,13,21,29,11,12,68,1950,51344,13498600,171100,10300,1000
1220,2023/2/21,02,05,11,12,30,16,26,111,2906,69529,6357400,106900,7000,700
1221,2023/2/28,04,11,13,21,26,19,23,101,2000,52111,7226200,118200,10300,1000
1222,2023/3/7,04,18,23,26,28,07,15,62,1682,48030,11177000,194200,12400,1100
1223,2023/3/14,01,11,21,26,31,25,30,88,2747,46445,5362800,131300,7200,1100
1224,2023/3/21,01,05,08,11,22,14,27,74,2696,64549,6332900,166000,7800,800
1225,2023/3/28,01,07,15,29,31,19,17,55,1861,46592,9503500,211000,10800,1100
1226,2023/4/4,02,05,13,18,21,04,16,84,2205,53785,10211900,139700,9200,900
1227,2023/4/11,01,05,11,20,26,14,32,109,4073,64603,5034200,106100,4900,800
1228,2023/4/18,01,04,18,19,26,22,12,70,2184,56686,13997700,172300,9500,900
1229,2023/4/25,01,05,07,12,27,26,21,99,2673,63918,7891900,120200,7700,800
1230,2023/5/2,04,18,21,22,23,28,10,86,1707,49953,16895400,141100,12300,1100
1231,2023/5/9,01,14,20,21,31,05,16,87,1726,45837,10109100,133500,11600,1100
1232,2023/5/16,04,05,17,27,29,06,18,88,2083,54270,9049100,132900,9700,900
1233,2023/5/23,03,08,17,19,23,22,24,84,2419,57628,6570900,134800,8100,800
1234,2023/5/30,04,14,15,27,28,22,27,80,1978,50903,5847800,141700,9900,1000
1235,2023/6/6,08,12,17,22,28,05,12,133,1970,52327,13407000,86900,10100,1000
1236,2023/6/13,01,18,19,30,31,29,12,53,1668,44679,13032400,211900,11600,1100
1237,2023/6/20,02,09,10,25,31,18,14,94,1838,48832,11521300,123200,10900,1000
1238,2023/6/27,13,16,19,21,25,29,10,66,1692,44941,16172800,176000,11900,1100
1239,2023/7/4,07,09,11,18,30,01,25,109,2336,58781,6505800,107200,8600,900
1240,2023/7/11,13,15,20,27,30,06,7,81,1372,42297,22829200,141700,14500,1200
1241,2023/7/18,01,02,03,07,27,11,20,124,2008,54457,7709000,89300,9500,900
1242,2023/7/25,05,07,18,19,27,29,15,78,2603,61077,10421700,143900,7400,800
1243,2023/8/1,02,04,13,15,20,24,8,68,1561,44516,19592300,165500,12500,1100
1244,2023/8/8,02,06,09,11,19,22,24,116,2662,60313,6581500,97800,7300,800
1245,2023/8/15,10,11,16,29,30,19,15,58,1865,47981,9906500,184000,9900,1000
1246,2023/8/22,16,17,20,21,28,18,3,42,1474,42165,40000000,1143400,13200,1200
1247,2023/8/29,09,15,23,26,30,19,16,71,1682,47273,10082000,163200,11900,1100
1248,2023/9/5,02,04,05,14,25,24,14,128,1972,56297,11624900,91300,10200,900
1249,2023/9/12,07,09,11,14,21,27,22,102,2200,57308,7177800,111200,8900,800
1250,2023/9/19,02,12,13,19,23,27,10,95,1897,53637,15493300,117100,10100,900
1251,2023/9/26,03,04,05,30,31,17,26,66,1696,49820,6117200,173100,11600,1000
1252,2023/10/3,01,04,11,25,30,10,23,104,2946,58681,6966500,110600,6700,800
1253,2023/10/10,01,11,17,19,25,28,17,83,1772,50069,8898300,130900,10600,900
1254,2023/10/17,01,05,12,17,28,14,25,70,2587,58893,6557400,168200,7800,900
1255,2023/10/24,02,03,04,17,23,12,13,102,2197,56954,12054800,110300,8800,800
1256,2023/10/31,07,08,14,19,21,23,20,102,2180,55216,7891400,111100,9000,900
1257,2023/11/7,08,13,19,22,24,21,16,66,1832,50260,10097900,175800,10900,1000
1258,2023/11/14,03,06,12,19,30,13,25,62,2336,54661,6260100,181300,8300,900
1259,2023/11/21,01,13,17,18,22,25,8,65,1570,43922,19362900,171200,12200,1100
1260,2023/11/28,02,04,14,21,29,12,6,85,2094,54322,26352100,133600,9400,900
1261,2023/12/5,19,21,25,29,31,07,10,64,1284,41327,16214300,182000,15700,1200
1262,2023/12/12,11,16,18,19,29,31,10,60,1772,50061,16134000,193100,11300,1000
1263,2023/12/19,01,02,15,25,28,05,11,88,1640,47720,15404900,138300,12800,1100
1264,2023/12/26,02,07,10,22,27,24,22,84,2516,58064,7801600,146700,8400,900
1265,2024/1/9,08,09,11,15,31,17,12,72,2185,56888,14843900,177700,10100,1000
1266,2024/1/16,01,16,22,23,31,18,9,57,1654,46580,18389400,208500,12400,1100
1267,2024/1/23,13,15,18,20,29,17,6,55,1483,44516,27226400,213300,13700,1100
1268,2024/1/30,09,11,14,22,29,31,31,102,2799,62690,5371900,117200,7400,800
1269,2024/2/6,05,10,16,20,21,14,17,71,1782,48487,9537400,164000,11300,1000
1270,2024/2/13,02,07,16,19,26,20,14,54,2044,52786,11400500,212300,9700,900
1271,2024/2/20,16,17,19,22,23,24,13,63,1670,48376,12742600,188900,12300,1100
